log_id,user_id,action,entity_type,entity_id,payload,ip_address,status_code,created_at
5432,USR_1072,TRANSFER_INITIATE,CUSTOMER,14521,"{""batch"": ""BATCH_776"", ""risk_score"": 0.242, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14521""}",10.194.123.123,200,2026-08-23 23:27:34
5433,USR_1020,POLICY_EVAL,AUTH_SESSION,13988,"{""batch"": ""BATCH_118"", ""risk_score"": 0.442, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13988""}",10.32.141.198,200,2026-09-13 03:26:43
5434,USR_1023,KYC_VERIFY,WIRE_BATCH,14382,"{""batch"": ""BATCH_347"", ""risk_score"": 0.096, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14382""}",10.218.94.176,200,2026-08-31 19:47:42
5435,USR_1003,ORDER_CREATE,WIRE_BATCH,10099,"{""batch"": ""BATCH_774"", ""risk_score"": 0.491, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10099""}",10.4.7.164,403,2026-09-04 20:07:31
5436,USR_1080,BALANCE_INQUIRY,ACCOUNT,12072,"{""batch"": ""BATCH_884"", ""risk_score"": 0.47, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12072""}",10.247.197.223,400,2026-08-22 07:12:13
5437,USR_1028,POLICY_EVAL,ORDER,10785,"{""batch"": ""BATCH_320"", ""risk_score"": 0.102, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10785""}",10.46.14.125,200,2026-08-29 18:02:57
5438,USR_1022,KYC_VERIFY,AUTH_SESSION,11096,"{""batch"": ""BATCH_565"", ""risk_score"": 0.688, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11096""}",10.65.153.103,200,2026-09-16 11:45:52
5439,USR_1098,KYC_VERIFY,WIRE_BATCH,12150,"{""batch"": ""BATCH_187"", ""risk_score"": 0.559, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12150""}",10.223.115.81,200,2026-08-25 21:22:57
5440,USR_1069,BALANCE_INQUIRY,ORDER,10838,"{""batch"": ""BATCH_367"", ""risk_score"": 0.437, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10838""}",10.233.224.223,200,2026-09-04 21:07:56
5441,USR_1027,POLICY_EVAL,WIRE_BATCH,13478,"{""batch"": ""BATCH_802"", ""risk_score"": 0.383, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13478""}",10.212.32.114,200,2026-08-27 15:26:58
5442,USR_1061,RISK_FLAG_OVERRIDE,CUSTOMER,14680,"{""batch"": ""BATCH_179"", ""risk_score"": 0.943, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14680"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.231.85.199,201,2026-09-13 08:16:23
5443,USR_1028,BALANCE_INQUIRY,ORDER,13407,"{""batch"": ""BATCH_589"", ""risk_score"": 0.748, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13407""}",10.13.121.174,500,2026-09-10 13:40:13
5444,USR_1043,POLICY_EVAL,CUSTOMER,14350,"{""batch"": ""BATCH_868"", ""risk_score"": 0.432, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14350""}",10.163.140.103,500,2026-08-28 23:28:28
5445,USR_1072,BALANCE_INQUIRY,ACCOUNT,11422,"{""batch"": ""BATCH_208"", ""risk_score"": 0.578, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11422""}",10.205.140.193,400,2026-09-14 21:20:58
5446,USR_1007,RISK_FLAG_OVERRIDE,ORDER,14917,"{""batch"": ""BATCH_875"", ""risk_score"": 0.979, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14917"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.209.143.86,500,2026-08-21 10:26:04
5447,USR_1006,ACCOUNT_AUTH,CUSTOMER,13250,"{""batch"": ""BATCH_256"", ""risk_score"": 0.932, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13250"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.195.194.130,200,2026-09-05 07:01:27
5448,USR_1010,ORDER_CREATE,WIRE_BATCH,12487,"{""batch"": ""BATCH_566"", ""risk_score"": 0.157, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12487""}",10.148.227.207,500,2026-09-06 12:41:11
5449,USR_1016,ACCOUNT_AUTH,AUTH_SESSION,14205,"{""batch"": ""BATCH_449"", ""risk_score"": 0.23, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14205""}",10.1.1.9,200,2026-08-30 02:41:20
5450,USR_1061,POLICY_EVAL,AUTH_SESSION,11746,"{""batch"": ""BATCH_544"", ""risk_score"": 0.038, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11746""}",10.227.34.60,403,2026-09-01 14:16:07
5451,USR_1036,BALANCE_INQUIRY,WIRE_BATCH,11458,"{""batch"": ""BATCH_349"", ""risk_score"": 0.426, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11458""}",10.249.184.21,200,2026-09-02 06:21:48
5452,USR_1052,ORDER_CREATE,ACCOUNT,12808,"{""batch"": ""BATCH_454"", ""risk_score"": 0.6, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12808""}",10.212.95.234,200,2026-08-22 02:20:56
5453,USR_1067,TRANSFER_INITIATE,ORDER,12200,"{""batch"": ""BATCH_926"", ""risk_score"": 0.181, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12200""}",10.196.19.50,400,2026-08-23 12:56:22
5454,USR_1094,TRANSFER_INITIATE,AUTH_SESSION,11670,"{""batch"": ""BATCH_348"", ""risk_score"": 0.617, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11670""}",10.131.212.6,403,2026-08-22 03:08:51
5455,USR_1087,BALANCE_INQUIRY,ORDER,12257,"{""batch"": ""BATCH_636"", ""risk_score"": 0.364, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12257""}",10.245.159.220,200,2026-09-16 10:31:43
5456,USR_1006,ORDER_UPDATE,ACCOUNT,10484,"{""batch"": ""BATCH_617"", ""risk_score"": 0.812, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10484""}",10.54.132.15,403,2026-09-01 08:04:56
5457,USR_1052,POLICY_EVAL,CUSTOMER,11484,"{""batch"": ""BATCH_412"", ""risk_score"": 0.562, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11484""}",10.86.243.83,201,2026-08-29 08:43:08
5458,USR_1006,RISK_FLAG_OVERRIDE,ORDER,12468,"{""batch"": ""BATCH_744"", ""risk_score"": 0.091, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12468""}",10.255.54.195,400,2026-09-10 04:52:15
5459,USR_1036,POLICY_EVAL,CUSTOMER,13768,"{""batch"": ""BATCH_268"", ""risk_score"": 0.9, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13768"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.200.42.185,200,2026-09-10 03:35:21
5460,USR_1052,ORDER_CREATE,CUSTOMER,14045,"{""batch"": ""BATCH_115"", ""risk_score"": 0.89, ""flagged"": true, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14045"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.132.31.66,403,2026-08-22 07:07:03
5461,USR_1013,ORDER_CREATE,AUTH_SESSION,11380,"{""batch"": ""BATCH_373"", ""risk_score"": 0.789, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11380""}",10.62.130.171,403,2026-09-04 20:05:14
5462,USR_1031,KYC_VERIFY,AUTH_SESSION,10668,"{""batch"": ""BATCH_963"", ""risk_score"": 0.622, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10668""}",10.88.128.217,200,2026-08-18 22:41:51
5463,USR_1012,ACCOUNT_AUTH,ORDER,11267,"{""batch"": ""BATCH_692"", ""risk_score"": 0.503, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11267""}",10.179.183.183,201,2026-09-13 07:40:41
5464,USR_1016,RISK_FLAG_OVERRIDE,ACCOUNT,13320,"{""batch"": ""BATCH_588"", ""risk_score"": 0.979, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13320"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.116.36.171,200,2026-09-15 14:29:50
5465,USR_1027,KYC_VERIFY,ORDER,12075,"{""batch"": ""BATCH_566"", ""risk_score"": 0.172, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12075""}",10.240.129.95,403,2026-08-21 17:51:29
5466,USR_1019,POLICY_EVAL,AUTH_SESSION,10547,"{""batch"": ""BATCH_417"", ""risk_score"": 0.044, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10547""}",10.12.197.161,200,2026-08-21 21:25:37
5467,USR_1057,POLICY_EVAL,CUSTOMER,14523,"{""batch"": ""BATCH_715"", ""risk_score"": 0.856, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14523"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.129.127.154,403,2026-09-07 20:02:15
5468,USR_1099,ORDER_UPDATE,ORDER,14727,"{""batch"": ""BATCH_960"", ""risk_score"": 0.514, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14727""}",10.0.10.8,200,2026-08-30 14:22:31
5469,USR_1026,ORDER_UPDATE,ACCOUNT,12377,"{""batch"": ""BATCH_893"", ""risk_score"": 0.612, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12377""}",10.183.246.87,200,2026-08-21 16:51:23
5470,USR_1092,ORDER_CREATE,WIRE_BATCH,11730,"{""batch"": ""BATCH_722"", ""risk_score"": 0.978, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11730"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.63.176.79,200,2026-09-03 05:01:49
5471,USR_1051,ACCOUNT_AUTH,AUTH_SESSION,14625,"{""batch"": ""BATCH_779"", ""risk_score"": 0.331, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14625""}",10.51.250.84,200,2026-09-17 02:28:36
5472,USR_1070,BALANCE_INQUIRY,CUSTOMER,13687,"{""batch"": ""BATCH_528"", ""risk_score"": 0.599, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13687""}",10.136.47.87,403,2026-08-29 15:56:12
5473,USR_1014,BALANCE_INQUIRY,WIRE_BATCH,10404,"{""batch"": ""BATCH_351"", ""risk_score"": 0.345, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10404""}",10.30.208.47,200,2026-08-31 19:03:12
5474,USR_1071,ORDER_CREATE,ACCOUNT,14716,"{""batch"": ""BATCH_999"", ""risk_score"": 0.878, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14716"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.133.95.200,500,2026-08-25 00:29:34
5475,USR_1063,POLICY_EVAL,CUSTOMER,10568,"{""batch"": ""BATCH_814"", ""risk_score"": 0.936, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10568"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.153.17.42,200,2026-08-19 16:48:19
5476,USR_1095,RISK_FLAG_OVERRIDE,ACCOUNT,10962,"{""batch"": ""BATCH_746"", ""risk_score"": 0.033, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10962""}",10.186.84.97,500,2026-09-11 13:23:06
5477,USR_1052,RISK_FLAG_OVERRIDE,AUTH_SESSION,11964,"{""batch"": ""BATCH_688"", ""risk_score"": 0.897, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11964"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.237.37.8,201,2026-08-30 19:00:10
5478,USR_1033,ORDER_CREATE,ORDER,13263,"{""batch"": ""BATCH_234"", ""risk_score"": 0.505, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13263""}",10.128.255.161,200,2026-08-28 13:20:33
5479,USR_1011,RISK_FLAG_OVERRIDE,AUTH_SESSION,10664,"{""batch"": ""BATCH_862"", ""risk_score"": 0.874, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10664"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.135.225.188,200,2026-09-02 15:16:01
5480,USR_1033,ORDER_CREATE,CUSTOMER,13554,"{""batch"": ""BATCH_385"", ""risk_score"": 0.14, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13554""}",10.101.218.157,201,2026-09-05 00:05:52
5481,USR_1077,ORDER_CREATE,CUSTOMER,10930,"{""batch"": ""BATCH_784"", ""risk_score"": 0.082, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10930""}",10.125.52.216,201,2026-09-12 19:21:51
5482,USR_1099,RISK_FLAG_OVERRIDE,ORDER,14684,"{""batch"": ""BATCH_437"", ""risk_score"": 0.337, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14684""}",10.135.195.47,200,2026-08-19 17:15:10
5483,USR_1094,ORDER_CREATE,ACCOUNT,14039,"{""batch"": ""BATCH_921"", ""risk_score"": 0.121, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14039""}",10.98.75.219,500,2026-09-07 02:29:48
5484,USR_1055,BALANCE_INQUIRY,ACCOUNT,13372,"{""batch"": ""BATCH_615"", ""risk_score"": 0.362, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13372""}",10.227.151.186,201,2026-08-21 01:22:44
5485,USR_1013,KYC_VERIFY,ACCOUNT,13287,"{""batch"": ""BATCH_533"", ""risk_score"": 0.662, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13287""}",10.219.6.42,201,2026-09-08 15:15:07
5486,USR_1052,POLICY_EVAL,CUSTOMER,12910,"{""batch"": ""BATCH_147"", ""risk_score"": 0.133, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12910""}",10.234.38.189,200,2026-08-30 22:37:06
5487,USR_1016,KYC_VERIFY,AUTH_SESSION,11030,"{""batch"": ""BATCH_346"", ""risk_score"": 0.809, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11030""}",10.131.23.123,200,2026-09-17 12:41:24
5488,USR_1087,POLICY_EVAL,ACCOUNT,10761,"{""batch"": ""BATCH_411"", ""risk_score"": 0.15, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10761""}",10.171.38.100,403,2026-08-26 08:13:28
5489,USR_1015,ACCOUNT_AUTH,CUSTOMER,11874,"{""batch"": ""BATCH_682"", ""risk_score"": 0.062, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11874""}",10.59.181.156,500,2026-08-27 22:16:19
5490,USR_1020,KYC_VERIFY,WIRE_BATCH,11539,"{""batch"": ""BATCH_801"", ""risk_score"": 0.12, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 11539""}",10.164.132.239,200,2026-09-15 14:51:34
5491,USR_1051,KYC_VERIFY,CUSTOMER,14058,"{""batch"": ""BATCH_230"", ""risk_score"": 0.586, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14058""}",10.226.86.192,403,2026-08-19 15:10:24
5492,USR_1063,ORDER_CREATE,WIRE_BATCH,14036,"{""batch"": ""BATCH_938"", ""risk_score"": 0.743, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14036""}",10.226.175.35,400,2026-08-21 23:22:02
5493,USR_1089,TRANSFER_INITIATE,ACCOUNT,10144,"{""batch"": ""BATCH_676"", ""risk_score"": 0.976, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10144"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.237.58.62,500,2026-08-29 02:33:39
5494,USR_1071,KYC_VERIFY,WIRE_BATCH,12609,"{""batch"": ""BATCH_628"", ""risk_score"": 0.196, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12609""}",10.122.164.246,201,2026-09-17 05:28:31
5495,USR_1064,ACCOUNT_AUTH,AUTH_SESSION,13816,"{""batch"": ""BATCH_691"", ""risk_score"": 0.099, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13816""}",10.182.25.148,201,2026-09-14 23:27:46
5496,USR_1032,ACCOUNT_AUTH,AUTH_SESSION,10626,"{""batch"": ""BATCH_504"", ""risk_score"": 0.478, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10626""}",10.172.209.137,500,2026-09-02 15:51:51
5497,USR_1051,BALANCE_INQUIRY,AUTH_SESSION,13188,"{""batch"": ""BATCH_576"", ""risk_score"": 0.813, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13188""}",10.202.125.69,200,2026-09-04 22:34:21
5498,USR_1069,ACCOUNT_AUTH,WIRE_BATCH,10289,"{""batch"": ""BATCH_724"", ""risk_score"": 0.65, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10289""}",10.25.154.164,403,2026-09-13 01:56:44
5499,USR_1027,ACCOUNT_AUTH,ACCOUNT,13792,"{""batch"": ""BATCH_316"", ""risk_score"": 0.677, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13792""}",10.145.253.22,201,2026-09-05 05:10:24
5500,USR_1096,BALANCE_INQUIRY,ACCOUNT,12509,"{""batch"": ""BATCH_778"", ""risk_score"": 0.041, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12509""}",10.201.212.168,201,2026-09-09 08:41:30
5501,USR_1074,ORDER_UPDATE,AUTH_SESSION,11570,"{""batch"": ""BATCH_580"", ""risk_score"": 0.028, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11570""}",10.139.102.70,500,2026-09-04 15:17:32
5502,USR_1088,ORDER_UPDATE,ORDER,11466,"{""batch"": ""BATCH_998"", ""risk_score"": 0.563, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11466""}",10.26.210.84,400,2026-09-15 10:05:36
5503,USR_1005,KYC_VERIFY,ACCOUNT,10531,"{""batch"": ""BATCH_798"", ""risk_score"": 0.386, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10531""}",10.167.42.227,403,2026-08-28 09:20:30
5504,USR_1045,RISK_FLAG_OVERRIDE,AUTH_SESSION,11274,"{""batch"": ""BATCH_106"", ""risk_score"": 0.523, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11274""}",10.53.124.105,200,2026-09-08 19:43:01
5505,USR_1039,BALANCE_INQUIRY,AUTH_SESSION,14904,"{""batch"": ""BATCH_787"", ""risk_score"": 0.23, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 14904""}",10.67.36.102,200,2026-08-24 18:04:23
5506,USR_1077,BALANCE_INQUIRY,WIRE_BATCH,14239,"{""batch"": ""BATCH_879"", ""risk_score"": 0.954, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14239"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.141.69.179,500,2026-09-13 16:08:30
5507,USR_1095,ORDER_CREATE,ORDER,14397,"{""batch"": ""BATCH_352"", ""risk_score"": 0.064, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14397""}",10.244.184.62,500,2026-08-23 01:47:45
5508,USR_1037,ACCOUNT_AUTH,ACCOUNT,13868,"{""batch"": ""BATCH_510"", ""risk_score"": 0.593, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13868""}",10.124.223.43,403,2026-09-01 03:12:28
5509,USR_1036,TRANSFER_INITIATE,ACCOUNT,11060,"{""batch"": ""BATCH_934"", ""risk_score"": 0.457, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11060""}",10.175.182.124,201,2026-09-16 07:32:14
5510,USR_1017,POLICY_EVAL,ACCOUNT,13979,"{""batch"": ""BATCH_569"", ""risk_score"": 0.729, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 13979""}",10.9.68.52,403,2026-08-21 00:16:08
5511,USR_1031,ORDER_CREATE,AUTH_SESSION,12948,"{""batch"": ""BATCH_138"", ""risk_score"": 0.514, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12948""}",10.190.176.250,200,2026-09-11 22:51:05
5512,USR_1029,ACCOUNT_AUTH,ORDER,12571,"{""batch"": ""BATCH_960"", ""risk_score"": 0.856, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 12571"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.248.239.22,500,2026-08-31 00:54:12
5513,USR_1077,KYC_VERIFY,CUSTOMER,11450,"{""batch"": ""BATCH_321"", ""risk_score"": 0.128, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11450""}",10.62.34.72,200,2026-09-11 08:00:23
5514,USR_1032,ORDER_CREATE,WIRE_BATCH,10819,"{""batch"": ""BATCH_820"", ""risk_score"": 0.685, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10819""}",10.226.179.193,403,2026-09-13 08:42:13
5515,USR_1029,ACCOUNT_AUTH,AUTH_SESSION,13936,"{""batch"": ""BATCH_116"", ""risk_score"": 0.272, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13936""}",10.222.229.224,403,2026-08-29 02:53:10
5516,USR_1038,POLICY_EVAL,CUSTOMER,12057,"{""batch"": ""BATCH_573"", ""risk_score"": 0.793, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 12057""}",10.67.106.230,200,2026-08-28 03:50:03
5517,USR_1004,BALANCE_INQUIRY,WIRE_BATCH,11833,"{""batch"": ""BATCH_661"", ""risk_score"": 0.884, ""flagged"": true, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11833"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.255.18.92,403,2026-09-11 09:17:26
5518,USR_1056,ORDER_UPDATE,ACCOUNT,10155,"{""batch"": ""BATCH_307"", ""risk_score"": 0.263, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 10155""}",10.89.124.63,200,2026-08-25 09:48:22
5519,USR_1021,RISK_FLAG_OVERRIDE,WIRE_BATCH,10469,"{""batch"": ""BATCH_624"", ""risk_score"": 0.872, ""flagged"": true, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10469"", ""review_required"": true, ""reason"": ""Elevated risk threshold exceeded""}",10.236.31.52,201,2026-09-01 05:04:39
5520,USR_1040,ORDER_UPDATE,AUTH_SESSION,13881,"{""batch"": ""BATCH_299"", ""risk_score"": 0.755, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 13881""}",10.115.148.90,200,2026-09-06 20:08:20
5521,USR_1042,TRANSFER_INITIATE,CUSTOMER,14849,"{""batch"": ""BATCH_514"", ""risk_score"": 0.551, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 14849""}",10.203.98.140,200,2026-09-04 17:15:19
5522,USR_1006,BALANCE_INQUIRY,ACCOUNT,13265,"{""batch"": ""BATCH_873"", ""risk_score"": 0.509, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13265""}",10.249.195.95,403,2026-08-31 21:38:34
5523,USR_1004,POLICY_EVAL,ORDER,10092,"{""batch"": ""BATCH_999"", ""risk_score"": 0.566, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 10092""}",10.125.239.80,200,2026-08-20 06:08:25
5524,USR_1081,POLICY_EVAL,ACCOUNT,11134,"{""batch"": ""BATCH_374"", ""risk_score"": 0.598, ""flagged"": false, ""auth_method"": ""API_KEY"", ""note"": ""Transaction validation for entity 11134""}",10.136.28.60,200,2026-08-29 23:03:38
5525,USR_1083,TRANSFER_INITIATE,WIRE_BATCH,11548,"{""batch"": ""BATCH_585"", ""risk_score"": 0.658, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 11548""}",10.139.85.142,201,2026-08-27 03:07:12
5526,USR_1068,BALANCE_INQUIRY,ORDER,13597,"{""batch"": ""BATCH_742"", ""risk_score"": 0.495, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 13597""}",10.219.168.102,400,2026-09-13 22:23:32
5527,USR_1067,KYC_VERIFY,AUTH_SESSION,14815,"{""batch"": ""BATCH_808"", ""risk_score"": 0.132, ""flagged"": false, ""auth_method"": ""OAUTH2_BEARER"", ""note"": ""Transaction validation for entity 14815""}",10.198.168.239,201,2026-09-08 21:28:26
5528,USR_1031,POLICY_EVAL,WIRE_BATCH,10495,"{""batch"": ""BATCH_465"", ""risk_score"": 0.171, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 10495""}",10.230.173.24,500,2026-08-21 00:53:12
5529,USR_1049,KYC_VERIFY,WIRE_BATCH,12969,"{""batch"": ""BATCH_254"", ""risk_score"": 0.761, ""flagged"": false, ""auth_method"": ""MTLS_CERT"", ""note"": ""Transaction validation for entity 12969""}",10.193.43.99,400,2026-09-04 19:47:02
