recon_id,source_system,external_ref,internal_order_id,amount,currency,status,discrepancy_reason,reconciled_at
81226,CARD_PAYMENT_GATEWAY,EXT-5810107,10115,82398.3,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-17 00:08:16
81227,FED_ACH_CLEARING,EXT-6846697,13668,37657.8,USD,MATCHED,,2026-09-12 08:56:59
81228,CARD_PAYMENT_GATEWAY,EXT-6325930,13902,47705.19,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-12 17:34:13
81229,INTERNAL_LEDGER,EXT-2982124,10865,53545.04,USD,MATCHED,,2026-09-11 01:25:24
81230,FED_ACH_CLEARING,EXT-7704532,10159,9713.05,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 10:55:25
81231,CARD_PAYMENT_GATEWAY,EXT-4835668,12711,68690.27,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-09 18:19:38
81232,INTERNAL_LEDGER,EXT-3672952,12931,64928.27,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-06 02:53:57
81233,SWIFT_FIN,EXT-8712881,11151,78467.99,USD,MATCHED,,2026-09-13 08:22:59
81234,INTERNAL_LEDGER,EXT-7252441,13921,21055.23,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-10 14:38:21
81235,INTERNAL_LEDGER,EXT-4969698,10028,64167.21,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 13:35:50
81236,SWIFT_FIN,EXT-7868780,11754,19673.78,USD,MATCHED,,2026-09-13 18:21:11
81237,CARD_PAYMENT_GATEWAY,EXT-5340545,13783,42180.65,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-14 19:32:24
81238,CARD_PAYMENT_GATEWAY,EXT-4297185,13177,62128.58,USD,MATCHED,,2026-09-13 12:36:57
81239,INTERNAL_LEDGER,EXT-7777527,12860,9860.35,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-07 19:31:28
81240,SWIFT_FIN,EXT-4084877,10539,73375.96,USD,MATCHED,,2026-09-11 09:38:03
81241,SWIFT_FIN,EXT-7427502,11176,44141.22,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 05:33:35
81242,INTERNAL_LEDGER,EXT-3198161,14602,53447.34,USD,MATCHED,,2026-09-16 06:19:13
81243,CARD_PAYMENT_GATEWAY,EXT-3387966,14612,14294.51,USD,MATCHED,,2026-09-17 08:31:52
81244,INTERNAL_LEDGER,EXT-2356011,13681,6178.81,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-15 00:19:27
81245,INTERNAL_LEDGER,EXT-4964811,13332,62481.88,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-10 09:47:08
81246,SWIFT_FIN,EXT-1928839,14516,34509.03,USD,MATCHED,,2026-09-06 00:07:10
81247,CARD_PAYMENT_GATEWAY,EXT-8630694,14649,74720.43,USD,MATCHED,,2026-09-04 12:17:21
81248,FED_ACH_CLEARING,EXT-2329360,10290,26971.93,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-13 13:08:20
81249,SWIFT_FIN,EXT-7207955,14935,3081.1,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-14 04:34:52
81250,INTERNAL_LEDGER,EXT-8373619,10871,59855.01,USD,MATCHED,,2026-09-03 20:47:38
81251,INTERNAL_LEDGER,EXT-6154428,12197,6714.4,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-17 19:30:53
81252,FED_ACH_CLEARING,EXT-4167668,12921,53244.02,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-05 16:45:53
81253,CARD_PAYMENT_GATEWAY,EXT-9263753,11016,65165.88,USD,MATCHED,,2026-09-12 18:26:22
81254,CARD_PAYMENT_GATEWAY,EXT-7527006,10001,22717.79,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-07 13:41:57
81255,CARD_PAYMENT_GATEWAY,EXT-6074419,11533,83785.15,USD,MATCHED,,2026-09-11 00:43:36
81256,SWIFT_FIN,EXT-3731479,12669,60758.96,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-05 10:55:41
81257,SWIFT_FIN,EXT-4492926,10166,22683.16,USD,MATCHED,,2026-09-09 16:30:04
81258,INTERNAL_LEDGER,EXT-7537447,10071,17054.94,USD,MATCHED,,2026-09-13 21:05:38
81259,INTERNAL_LEDGER,EXT-6233866,12880,78622.75,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 20:59:56
81260,INTERNAL_LEDGER,EXT-3524182,14136,57189.55,USD,MATCHED,,2026-09-04 08:41:50
81261,SWIFT_FIN,EXT-8722443,10959,25759.79,USD,MATCHED,,2026-09-12 00:52:34
81262,CARD_PAYMENT_GATEWAY,EXT-6443042,14370,69496.8,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 14:13:56
81263,FED_ACH_CLEARING,EXT-1467496,11810,41686.88,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-07 15:28:24
81264,INTERNAL_LEDGER,EXT-5457655,11454,76044.06,USD,MATCHED,,2026-09-16 11:53:01
81265,FED_ACH_CLEARING,EXT-2431630,13725,4800.35,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-11 17:39:02
81266,CARD_PAYMENT_GATEWAY,EXT-8636582,10776,8699.68,USD,MATCHED,,2026-09-16 14:32:10
81267,CARD_PAYMENT_GATEWAY,EXT-1618058,11884,77827.94,USD,MATCHED,,2026-09-03 20:41:48
81268,CARD_PAYMENT_GATEWAY,EXT-3254303,10917,52558.63,USD,MATCHED,,2026-09-13 07:02:32
81269,CARD_PAYMENT_GATEWAY,EXT-9238118,14103,79212.8,USD,MATCHED,,2026-09-04 06:26:58
81270,INTERNAL_LEDGER,EXT-4739100,11024,58462.64,USD,MATCHED,,2026-09-10 14:41:01
81271,INTERNAL_LEDGER,EXT-5958711,12240,10319.11,USD,MATCHED,,2026-09-07 23:35:04
81272,SWIFT_FIN,EXT-2537800,13364,31216.38,USD,MATCHED,,2026-09-05 02:11:32
81273,INTERNAL_LEDGER,EXT-5976184,12014,59773.48,USD,MATCHED,,2026-09-15 15:53:43
81274,FED_ACH_CLEARING,EXT-6161755,12703,30100.91,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 02:54:09
81275,INTERNAL_LEDGER,EXT-3294052,11640,72297.53,USD,MATCHED,,2026-09-17 05:49:24
81276,INTERNAL_LEDGER,EXT-5136688,12463,43344.4,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-15 22:40:45
81277,INTERNAL_LEDGER,EXT-9793459,12978,59280.09,USD,MATCHED,,2026-09-05 18:24:58
81278,INTERNAL_LEDGER,EXT-3910735,12457,70582.88,USD,MATCHED,,2026-09-14 02:14:15
81279,FED_ACH_CLEARING,EXT-5995581,11021,42853.39,USD,MATCHED,,2026-09-16 18:55:16
81280,SWIFT_FIN,EXT-9406841,11077,2457.99,USD,MATCHED,,2026-09-06 06:31:46
81281,CARD_PAYMENT_GATEWAY,EXT-7911172,10331,69495.32,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-08 11:49:09
81282,INTERNAL_LEDGER,EXT-1135878,14219,55338.59,USD,MATCHED,,2026-09-08 07:39:32
81283,FED_ACH_CLEARING,EXT-3311394,12333,31805.45,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-13 10:54:52
81284,INTERNAL_LEDGER,EXT-5508260,12121,69289.1,USD,MATCHED,,2026-09-04 05:05:07
81285,INTERNAL_LEDGER,EXT-7747309,14093,83094.1,USD,MATCHED,,2026-09-07 13:04:41
81286,INTERNAL_LEDGER,EXT-8064393,12643,8552.58,USD,MATCHED,,2026-09-15 15:15:33
81287,SWIFT_FIN,EXT-6690325,13405,46423.23,USD,MATCHED,,2026-09-14 11:14:13
81288,FED_ACH_CLEARING,EXT-5299458,14544,32855.34,USD,MATCHED,,2026-09-13 17:42:32
81289,SWIFT_FIN,EXT-4824268,10320,67446.27,USD,MATCHED,,2026-09-08 02:17:55
81290,SWIFT_FIN,EXT-6540075,10932,56749.5,USD,MATCHED,,2026-09-13 15:50:41
81291,SWIFT_FIN,EXT-8651210,12519,47983.86,USD,MATCHED,,2026-09-16 15:09:36
81292,SWIFT_FIN,EXT-1147159,11384,38743.42,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 01:57:27
81293,FED_ACH_CLEARING,EXT-5172335,12150,15445.38,USD,MATCHED,,2026-09-05 15:38:08
81294,SWIFT_FIN,EXT-7979024,11275,5109.53,USD,MATCHED,,2026-09-16 10:03:15
81295,CARD_PAYMENT_GATEWAY,EXT-1213636,12772,22072.88,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-15 02:53:38
81296,SWIFT_FIN,EXT-3668794,11234,68512.45,USD,MATCHED,,2026-09-15 22:48:44
81297,SWIFT_FIN,EXT-7312138,11783,24619.36,USD,MATCHED,,2026-09-15 12:42:03
81298,CARD_PAYMENT_GATEWAY,EXT-7322948,12517,61965.81,USD,MATCHED,,2026-09-10 10:10:06
81299,CARD_PAYMENT_GATEWAY,EXT-7178023,13013,39015.4,USD,MATCHED,,2026-09-13 11:06:43
81300,SWIFT_FIN,EXT-9643250,12170,57327.32,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 03:06:41
81301,FED_ACH_CLEARING,EXT-8537133,12890,79521.72,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-03 23:28:26
81302,CARD_PAYMENT_GATEWAY,EXT-4439075,10654,40663.05,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-15 12:47:51
81303,SWIFT_FIN,EXT-6568665,13531,16989.99,USD,MATCHED,,2026-09-10 22:47:28
81304,SWIFT_FIN,EXT-2083672,11812,82189.77,USD,MATCHED,,2026-09-11 01:01:49
81305,FED_ACH_CLEARING,EXT-2700301,13250,30620.6,USD,MATCHED,,2026-09-16 05:10:46
81306,FED_ACH_CLEARING,EXT-6739521,10996,1060.97,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 15:18:05
81307,SWIFT_FIN,EXT-2989044,11531,69715.67,USD,MATCHED,,2026-09-14 08:00:22
81308,FED_ACH_CLEARING,EXT-3758393,14785,42388.82,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-09 20:19:38
81309,CARD_PAYMENT_GATEWAY,EXT-3218018,10061,19135.15,USD,MATCHED,,2026-09-08 21:01:10
81310,INTERNAL_LEDGER,EXT-8159799,12713,64246.81,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-07 02:09:40
81311,INTERNAL_LEDGER,EXT-1524383,12621,1261.56,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 18:37:42
81312,FED_ACH_CLEARING,EXT-1810539,11163,33641.82,USD,MATCHED,,2026-09-06 05:54:43
81313,SWIFT_FIN,EXT-2678928,11352,83043.53,USD,MATCHED,,2026-09-04 18:47:14
81314,FED_ACH_CLEARING,EXT-2525349,14975,35394.02,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-16 23:41:24
81315,FED_ACH_CLEARING,EXT-4370905,13525,74997.51,USD,MATCHED,,2026-09-07 08:24:59
81316,SWIFT_FIN,EXT-4850830,13758,65689.73,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 15:12:37
81317,SWIFT_FIN,EXT-9100908,10212,11884.43,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-14 12:01:22
81318,FED_ACH_CLEARING,EXT-2348654,13452,74474.91,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-15 11:25:38
81319,SWIFT_FIN,EXT-7802518,10452,76315.11,USD,MATCHED,,2026-09-09 07:11:29
81320,SWIFT_FIN,EXT-8754168,12376,34570.45,USD,MATCHED,,2026-09-15 05:13:48
81321,SWIFT_FIN,EXT-8444638,10561,56296.66,USD,MATCHED,,2026-09-05 17:25:57
81322,CARD_PAYMENT_GATEWAY,EXT-9715849,10438,8723.01,USD,MATCHED,,2026-09-17 03:23:30
81323,FED_ACH_CLEARING,EXT-8436890,13232,82206.55,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-06 12:54:47
81324,CARD_PAYMENT_GATEWAY,EXT-9144128,11016,2258.68,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-04 23:23:54
81325,INTERNAL_LEDGER,EXT-6190532,11635,43863.07,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-16 18:17:15
81326,INTERNAL_LEDGER,EXT-5878424,10796,75643.82,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-14 22:38:47
81327,FED_ACH_CLEARING,EXT-6867420,13726,69886.35,USD,MATCHED,,2026-09-08 13:06:46
81328,INTERNAL_LEDGER,EXT-7557447,12982,29943.19,USD,MATCHED,,2026-09-09 04:44:39
81329,INTERNAL_LEDGER,EXT-2492749,12941,9845.17,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-17 18:47:05
81330,INTERNAL_LEDGER,EXT-4257837,14135,49374.85,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 20:28:21
81331,INTERNAL_LEDGER,EXT-7551773,12634,63498.24,USD,MATCHED,,2026-09-16 20:43:24
81332,CARD_PAYMENT_GATEWAY,EXT-1910220,11561,65331.58,USD,MATCHED,,2026-09-10 06:14:48
81333,SWIFT_FIN,EXT-4712434,14506,71482.34,USD,MATCHED,,2026-09-06 01:00:59
81334,CARD_PAYMENT_GATEWAY,EXT-3208323,10572,63856.58,USD,MATCHED,,2026-09-13 00:28:45
81335,FED_ACH_CLEARING,EXT-9979291,13835,61131.21,USD,MATCHED,,2026-09-13 14:16:50
81336,SWIFT_FIN,EXT-4613877,12525,45108.37,USD,MATCHED,,2026-09-04 19:16:32
81337,FED_ACH_CLEARING,EXT-1853607,12213,43487.79,USD,MATCHED,,2026-09-12 02:54:13
81338,FED_ACH_CLEARING,EXT-6555769,13026,62203.99,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-09 15:04:26
81339,CARD_PAYMENT_GATEWAY,EXT-5392721,12657,39319.87,USD,MATCHED,,2026-09-06 22:41:16
81340,FED_ACH_CLEARING,EXT-1804374,14638,27495.79,USD,MATCHED,,2026-09-04 17:55:31
81341,SWIFT_FIN,EXT-1713636,13338,53638.56,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-04 20:32:05
81342,SWIFT_FIN,EXT-6711713,13903,19258.04,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 16:29:01
81343,SWIFT_FIN,EXT-6387376,13509,13076.8,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-16 09:14:16
81344,CARD_PAYMENT_GATEWAY,EXT-1597332,12565,44260.13,USD,MATCHED,,2026-09-09 20:33:30
81345,SWIFT_FIN,EXT-2164308,13678,881.56,USD,MATCHED,,2026-09-07 14:05:48
81346,FED_ACH_CLEARING,EXT-7665242,14914,21932.26,USD,MATCHED,,2026-09-17 12:12:55
81347,INTERNAL_LEDGER,EXT-2502888,13371,22455.9,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 15:05:11
81348,SWIFT_FIN,EXT-7254032,13911,57485.39,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-17 00:40:09
81349,INTERNAL_LEDGER,EXT-6168673,10147,65279.31,USD,MATCHED,,2026-09-05 15:40:03
81350,FED_ACH_CLEARING,EXT-8563209,14462,43035.81,USD,MATCHED,,2026-09-15 20:54:38
81351,INTERNAL_LEDGER,EXT-8964067,12896,28232.51,USD,MATCHED,,2026-09-13 01:45:17
81352,INTERNAL_LEDGER,EXT-7377190,12099,73508.68,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 11:29:50
81353,INTERNAL_LEDGER,EXT-8933598,14285,20439.91,USD,MATCHED,,2026-09-12 07:09:19
81354,INTERNAL_LEDGER,EXT-3099087,14222,40898.5,USD,MATCHED,,2026-09-10 18:34:26
81355,SWIFT_FIN,EXT-5441282,12963,62730.55,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-04 08:29:23
81356,SWIFT_FIN,EXT-1602821,12469,27848.88,USD,MATCHED,,2026-09-06 09:50:08
81357,INTERNAL_LEDGER,EXT-2133412,13819,54166.62,USD,MATCHED,,2026-09-07 18:07:03
81358,CARD_PAYMENT_GATEWAY,EXT-3503298,12271,66764.58,USD,MATCHED,,2026-09-11 16:06:53
81359,FED_ACH_CLEARING,EXT-9270231,11184,52324.09,USD,MATCHED,,2026-09-14 12:34:00
81360,SWIFT_FIN,EXT-3514425,10590,31523.79,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-05 04:26:37
81361,CARD_PAYMENT_GATEWAY,EXT-7034600,12570,28765.8,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-08 12:34:19
81362,FED_ACH_CLEARING,EXT-7909407,12212,43796.96,USD,MATCHED,,2026-09-17 16:46:11
81363,CARD_PAYMENT_GATEWAY,EXT-8098043,12639,23382.28,USD,MATCHED,,2026-09-16 00:08:22
81364,CARD_PAYMENT_GATEWAY,EXT-8343462,14176,56006.26,USD,MATCHED,,2026-09-07 21:46:37
81365,SWIFT_FIN,EXT-9659526,12070,69687.9,USD,MATCHED,,2026-09-09 13:12:06
81366,INTERNAL_LEDGER,EXT-4203573,13534,16558.64,USD,MATCHED,,2026-09-06 21:30:23
81367,CARD_PAYMENT_GATEWAY,EXT-8542975,11496,38664.51,USD,MATCHED,,2026-09-11 17:49:58
81368,INTERNAL_LEDGER,EXT-6143020,13506,28225.75,USD,MATCHED,,2026-09-08 22:59:03
81369,FED_ACH_CLEARING,EXT-9841557,14845,29056.56,USD,MATCHED,,2026-09-15 14:17:40
81370,SWIFT_FIN,EXT-8432850,12116,82176.86,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-13 18:31:24
81371,CARD_PAYMENT_GATEWAY,EXT-3073365,12791,35232.85,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-09 02:37:18
81372,SWIFT_FIN,EXT-5660638,13795,21931.73,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-12 22:24:03
81373,FED_ACH_CLEARING,EXT-4142913,10005,15350.94,USD,MATCHED,,2026-09-12 18:12:48
81374,CARD_PAYMENT_GATEWAY,EXT-4126743,13442,38691.54,USD,MATCHED,,2026-09-04 04:42:59
81375,CARD_PAYMENT_GATEWAY,EXT-2390852,12890,23157.11,USD,MATCHED,,2026-09-12 01:09:58
81376,CARD_PAYMENT_GATEWAY,EXT-6429447,11288,42725.87,USD,MATCHED,,2026-09-17 00:33:07
81377,CARD_PAYMENT_GATEWAY,EXT-9766792,12292,62412.19,USD,MATCHED,,2026-09-17 11:07:06
81378,SWIFT_FIN,EXT-4420705,11703,71368.22,USD,MATCHED,,2026-09-09 20:09:54
81379,INTERNAL_LEDGER,EXT-8666824,12488,24003.62,USD,MATCHED,,2026-09-15 13:44:25
81380,FED_ACH_CLEARING,EXT-4956378,10529,66266.97,USD,MATCHED,,2026-09-14 14:52:10
81381,SWIFT_FIN,EXT-9163249,10607,45050.22,USD,MATCHED,,2026-09-12 08:52:39
81382,SWIFT_FIN,EXT-4536617,10681,3434.62,USD,MATCHED,,2026-09-08 21:22:12
81383,CARD_PAYMENT_GATEWAY,EXT-8765711,14371,81838.41,USD,MATCHED,,2026-09-08 22:07:25
81384,CARD_PAYMENT_GATEWAY,EXT-2774568,12989,81789.74,USD,MATCHED,,2026-09-11 02:59:23
81385,FED_ACH_CLEARING,EXT-6677990,13931,12326.48,USD,MATCHED,,2026-09-17 01:32:47
81386,SWIFT_FIN,EXT-8319200,10083,17390.44,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-07 04:07:26
81387,INTERNAL_LEDGER,EXT-9941483,13615,78316.91,USD,MATCHED,,2026-09-11 13:14:17
81388,SWIFT_FIN,EXT-5548336,14813,77245.78,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 03:45:57
81389,SWIFT_FIN,EXT-8124752,13277,65433.13,USD,MATCHED,,2026-09-09 04:22:56
81390,FED_ACH_CLEARING,EXT-1323842,10290,27441.44,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-16 14:17:10
81391,SWIFT_FIN,EXT-8349983,11729,6732.13,USD,MATCHED,,2026-09-07 02:56:23
81392,FED_ACH_CLEARING,EXT-2776388,13021,4294.72,USD,MATCHED,,2026-09-17 04:26:12
81393,CARD_PAYMENT_GATEWAY,EXT-8937160,12156,53636.52,USD,MATCHED,,2026-09-04 07:43:31
81394,FED_ACH_CLEARING,EXT-9411099,10357,57716.29,USD,MATCHED,,2026-09-13 22:34:40
81395,INTERNAL_LEDGER,EXT-1027289,13758,73979.82,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-13 10:57:19
81396,FED_ACH_CLEARING,EXT-8987277,12115,60236.17,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-16 04:48:36
81397,SWIFT_FIN,EXT-7872438,13755,81289.95,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-07 22:18:18
81398,FED_ACH_CLEARING,EXT-1146491,14902,18288.29,USD,MATCHED,,2026-09-11 15:16:48
81399,CARD_PAYMENT_GATEWAY,EXT-9018303,13170,51311.03,USD,MATCHED,,2026-09-16 14:31:28
81400,FED_ACH_CLEARING,EXT-7142744,14178,62065.43,USD,MATCHED,,2026-09-14 02:22:40
81401,INTERNAL_LEDGER,EXT-8141978,12435,48290.59,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-04 06:56:01
81402,INTERNAL_LEDGER,EXT-9046642,12576,20035.97,USD,MATCHED,,2026-09-10 09:39:34
81403,SWIFT_FIN,EXT-4917050,13918,53492.39,USD,MATCHED,,2026-09-15 17:38:25
81404,INTERNAL_LEDGER,EXT-6748962,12134,64063.26,USD,MATCHED,,2026-09-14 21:36:15
81405,CARD_PAYMENT_GATEWAY,EXT-5157467,14754,73361.0,USD,MATCHED,,2026-09-10 10:15:08
81406,SWIFT_FIN,EXT-6676941,11150,7917.73,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 06:51:36
81407,FED_ACH_CLEARING,EXT-4084350,12423,11860.36,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-08 15:14:42
81408,CARD_PAYMENT_GATEWAY,EXT-2600706,11609,401.54,USD,MATCHED,,2026-09-09 21:26:36
81409,FED_ACH_CLEARING,EXT-6032328,13567,6995.92,USD,MATCHED,,2026-09-13 03:55:55
81410,SWIFT_FIN,EXT-9052266,13799,77043.69,USD,MATCHED,,2026-09-14 14:24:10
81411,INTERNAL_LEDGER,EXT-9018219,10486,24947.04,USD,MATCHED,,2026-09-04 06:52:30
81412,INTERNAL_LEDGER,EXT-1994001,13545,77289.79,USD,MATCHED,,2026-09-14 08:07:30
81413,CARD_PAYMENT_GATEWAY,EXT-1989259,10108,78634.7,USD,MATCHED,,2026-09-17 07:30:22
81414,CARD_PAYMENT_GATEWAY,EXT-7397809,13197,30180.25,USD,MATCHED,,2026-09-10 07:14:44
81415,FED_ACH_CLEARING,EXT-4176577,12549,83797.5,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-06 20:46:12
81416,SWIFT_FIN,EXT-2133374,12018,40017.09,USD,MATCHED,,2026-09-16 06:25:30
81417,INTERNAL_LEDGER,EXT-3487852,14195,68887.6,USD,MATCHED,,2026-09-07 03:18:51
81418,FED_ACH_CLEARING,EXT-4028418,10201,31077.94,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-04 13:06:10
81419,SWIFT_FIN,EXT-5057672,10133,14882.68,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-17 00:27:42
81420,CARD_PAYMENT_GATEWAY,EXT-4343844,12692,28717.42,USD,MATCHED,,2026-09-04 03:33:43
81421,CARD_PAYMENT_GATEWAY,EXT-6063840,12138,78847.51,USD,MATCHED,,2026-09-14 03:19:01
81422,CARD_PAYMENT_GATEWAY,EXT-5409382,14240,2958.78,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-14 16:14:22
81423,INTERNAL_LEDGER,EXT-8310146,14497,81491.35,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 14:54:54
81424,FED_ACH_CLEARING,EXT-1003377,14881,36381.09,USD,MATCHED,,2026-09-07 06:04:03
81425,CARD_PAYMENT_GATEWAY,EXT-4640666,11732,66609.71,USD,MATCHED,,2026-09-10 00:07:08
81426,CARD_PAYMENT_GATEWAY,EXT-4795032,13754,7914.89,USD,MATCHED,,2026-09-11 14:24:39
81427,FED_ACH_CLEARING,EXT-3718372,12055,56337.79,USD,MATCHED,,2026-09-08 00:18:19
81428,FED_ACH_CLEARING,EXT-4936645,13925,68456.01,USD,MATCHED,,2026-09-13 05:43:08
81429,FED_ACH_CLEARING,EXT-8395685,12184,26696.68,USD,MATCHED,,2026-09-05 00:30:55
81430,SWIFT_FIN,EXT-7394177,13138,13847.45,USD,MATCHED,,2026-09-13 23:13:37
81431,SWIFT_FIN,EXT-3623511,12492,81070.24,USD,MATCHED,,2026-09-09 06:31:34
81432,INTERNAL_LEDGER,EXT-2789432,12741,40580.22,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-06 09:04:43
81433,CARD_PAYMENT_GATEWAY,EXT-8554230,13533,48645.17,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-08 15:07:26
81434,FED_ACH_CLEARING,EXT-8097885,14007,11501.14,USD,MATCHED,,2026-09-10 05:59:16
81435,FED_ACH_CLEARING,EXT-8897382,13783,12740.9,USD,MATCHED,,2026-09-16 20:31:44
81436,INTERNAL_LEDGER,EXT-1039454,14603,61697.01,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-17 19:18:53
81437,INTERNAL_LEDGER,EXT-6720832,13051,6964.18,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-11 22:36:30
81438,SWIFT_FIN,EXT-1057798,12413,26477.3,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-07 02:36:39
81439,INTERNAL_LEDGER,EXT-5955109,11414,63017.85,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-13 20:27:13
81440,INTERNAL_LEDGER,EXT-4994227,14365,18447.32,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-05 16:20:49
81441,SWIFT_FIN,EXT-8826458,14817,29431.15,USD,DISCREPANCY,FEE_DEDUCTION_VARIANCE,2026-09-11 20:21:43
81442,CARD_PAYMENT_GATEWAY,EXT-2190812,13917,32329.63,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-08 12:07:04
81443,FED_ACH_CLEARING,EXT-6618623,14151,76797.45,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-06 01:57:13
81444,FED_ACH_CLEARING,EXT-4418918,10829,48038.77,USD,DISCREPANCY,TIMESTAMP_SLIPPAGE,2026-09-08 11:42:36
81445,CARD_PAYMENT_GATEWAY,EXT-4334228,13488,51404.33,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-16 03:34:11
81446,FED_ACH_CLEARING,EXT-5905613,14562,22787.76,USD,UNMATCHED,PENDING_SETTLEMENT_FILE,2026-09-09 09:37:49
81447,SWIFT_FIN,EXT-6900139,14081,34450.27,USD,DISCREPANCY,AMOUNT_MISMATCH,2026-09-15 00:14:29
